State_Name,Year,Poll,District,LB_Name,Ward_No,Ward_Reservation,Party_Abbreviation,Position,Status,N_Cand,Vote_Share_Percentage,Voter_Turnout_Percentage
Telangana,2020,0,Rajanna Sircilla,Sircilla,28,Unreserved,IND,5,,6,0.94,75.139
Telangana,2020,0,Rajanna Sircilla,Sircilla,28,Unreserved,IND,6,,6,0.537,75.139
Telangana,2020,0,Rajanna Sircilla,Sircilla,28,Unreserved,,7,,6,0.201,75.139
Telangana,2020,0,Rajanna Sircilla,Sircilla,29,Backward Class,IND,1,,5,50.244,76.558
Telangana,2020,0,Rajanna Sircilla,Sircilla,29,Backward Class,TRS,2,,5,39.04,76.558
Telangana,2020,0,Rajanna Sircilla,Sircilla,29,Backward Class,IND,3,,5,5.776,76.558
Telangana,2020,0,Rajanna Sircilla,Sircilla,29,Backward Class,BJP,4,,5,3.758,76.558
Telangana,2020,0,Rajanna Sircilla,Sircilla,29,Backward Class,IND,5,,5,0.209,76.558
Telangana,2020,0,Rajanna Sircilla,Sircilla,29,Backward Class,,6,,5,0.557,76.558
Telangana,2020,0,Rajanna Sircilla,Sircilla,30,Backward Class,TRS,1,,5,74.721,76.537
Telangana,2020,0,Rajanna Sircilla,Sircilla,30,Backward Class,BJP,2,,5,13.198,76.537
Telangana,2020,0,Rajanna Sircilla,Sircilla,30,Backward Class,IND,3,,5,7.123,76.537
Telangana,2020,0,Rajanna Sircilla,Sircilla,30,Backward Class,INC,4,,5,0.768,76.537
Telangana,2020,0,Rajanna Sircilla,Sircilla,30,Backward Class,CPM,5,,5,0.698,76.537
Telangana,2020,0,Rajanna Sircilla,Sircilla,30,Backward Class,,6,,5,2.165,76.537
Telangana,2020,0,Rajanna Sircilla,Sircilla,31,Unreserved (Women),IND,1,,8,41.012,82.143
Telangana,2020,0,Rajanna Sircilla,Sircilla,31,Unreserved (Women),TRS,2,,8,31.084,82.143
Telangana,2020,0,Rajanna Sircilla,Sircilla,31,Unreserved (Women),IND,3,,8,9.15,82.143
Telangana,2020,0,Rajanna Sircilla,Sircilla,31,Unreserved (Women),INC,4,,8,6.554,82.143
Telangana,2020,0,Rajanna Sircilla,Sircilla,31,Unreserved (Women),IND,5,,8,4.543,82.143
Telangana,2020,0,Rajanna Sircilla,Sircilla,31,Unreserved (Women),IND,6,,8,3.829,82.143
Telangana,2020,0,Rajanna Sircilla,Sircilla,31,Unreserved (Women),BJP,7,,8,1.428,82.143
Telangana,2020,0,Rajanna Sircilla,Sircilla,31,Unreserved (Women),IND,8,,8,1.233,82.143
Telangana,2020,0,Rajanna Sircilla,Sircilla,31,Unreserved (Women),,9,,8,0.26,82.143
Telangana,2020,0,Rajanna Sircilla,Sircilla,32,Backward Classes (Women),TRS,1,,3,47.414,87.228
Telangana,2020,0,Rajanna Sircilla,Sircilla,32,Backward Classes (Women),IND,2,,3,38.989,87.228
Telangana,2020,0,Rajanna Sircilla,Sircilla,32,Backward Classes (Women),BJP,3,,3,11.795,87.228
Telangana,2020,0,Rajanna Sircilla,Sircilla,32,Backward Classes (Women),,4,,3,0.813,87.228
Telangana,2020,0,Rajanna Sircilla,Sircilla,33,Backward Classes (Women),TRS,1,,7,33.009,85.61
Telangana,2020,0,Rajanna Sircilla,Sircilla,33,Backward Classes (Women),IND,2,,7,27.101,85.61
Telangana,2020,0,Rajanna Sircilla,Sircilla,33,Backward Classes (Women),IND,3,,7,23.082,85.61
Telangana,2020,0,Rajanna Sircilla,Sircilla,33,Backward Classes (Women),BJP,4,,7,14.616,85.61
Telangana,2020,0,Rajanna Sircilla,Sircilla,33,Backward Classes (Women),IND,5,,7,0.365,85.61
Telangana,2020,0,Rajanna Sircilla,Sircilla,33,Backward Classes (Women),INC,6,,7,0.305,85.61
Telangana,2020,0,Rajanna Sircilla,Sircilla,33,Backward Classes (Women),IND,7,,7,0.305,85.61
Telangana,2020,0,Rajanna Sircilla,Sircilla,33,Backward Classes (Women),,8,,7,0.548,85.61
Telangana,2020,0,Rajanna Sircilla,Sircilla,34,Backward Classes (Women),TRS,1,Uncontested,1,,
Telangana,2020,0,Rajanna Sircilla,Sircilla,34,Backward Classes (Women),,2,,1,,
Telangana,2020,0,Rajanna Sircilla,Sircilla,35,Backward Class,IND,1,,3,64.215,86.803
Telangana,2020,0,Rajanna Sircilla,Sircilla,35,Backward Class,TRS,2,,3,33.684,86.803
Telangana,2020,0,Rajanna Sircilla,Sircilla,35,Backward Class,BJP,3,,3,1.236,86.803
Telangana,2020,0,Rajanna Sircilla,Sircilla,35,Backward Class,,4,,3,0.371,86.803
Telangana,2020,0,Rajanna Sircilla,Sircilla,36,Backward Class,TRS,1,Uncontested,1,,
Telangana,2020,0,Rajanna Sircilla,Sircilla,36,Backward Class,,2,,1,,
Telangana,2020,0,Rajanna Sircilla,Sircilla,37,Backward Classes (Women),TRS,1,,2,52.901,77.641
Telangana,2020,0,Rajanna Sircilla,Sircilla,37,Backward Classes (Women),BJP,2,,2,44.82,77.641
Telangana,2020,0,Rajanna Sircilla,Sircilla,37,Backward Classes (Women),,3,,2,1.381,77.641
Telangana,2020,0,Rajanna Sircilla,Sircilla,38,Unreserved,BJP,1,,4,48.125,77.628
Telangana,2020,0,Rajanna Sircilla,Sircilla,38,Unreserved,TRS,2,,4,47.778,77.628
Telangana,2020,0,Rajanna Sircilla,Sircilla,38,Unreserved,TDP,3,,4,2.292,77.628
Telangana,2020,0,Rajanna Sircilla,Sircilla,38,Unreserved,INC,4,,4,0.417,77.628
Telangana,2020,0,Rajanna Sircilla,Sircilla,38,Unreserved,,5,,4,0.903,77.628
Telangana,2020,0,Rajanna Sircilla,Sircilla,39,Unreserved,TRS,1,,4,64.795,75.943
Telangana,2020,0,Rajanna Sircilla,Sircilla,39,Unreserved,IND,2,,4,29.158,75.943
Telangana,2020,0,Rajanna Sircilla,Sircilla,39,Unreserved,BJP,3,,4,5.04,75.943
Telangana,2020,0,Rajanna Sircilla,Sircilla,39,Unreserved,CPM,4,,4,0.216,75.943
Telangana,2020,0,Rajanna Sircilla,Sircilla,39,Unreserved,,5,,4,0.288,75.943
Telangana,2020,0,Rajanna Sircilla,Vemulawada,1,Unreserved (Women),INC,1,,4,51.576,83.161
Telangana,2020,0,Rajanna Sircilla,Vemulawada,1,Unreserved (Women),TRS,2,,4,44.986,83.161
Telangana,2020,0,Rajanna Sircilla,Vemulawada,1,Unreserved (Women),IND,3,,4,1.146,83.161
Telangana,2020,0,Rajanna Sircilla,Vemulawada,1,Unreserved (Women),BJP,4,,4,0.287,83.161
Telangana,2020,0,Rajanna Sircilla,Vemulawada,1,Unreserved (Women),,5,,4,0.096,83.161
Telangana,2020,0,Rajanna Sircilla,Vemulawada,2,Scheduled Caste (Women),TRS,1,,3,63.484,81.672
Telangana,2020,0,Rajanna Sircilla,Vemulawada,2,Scheduled Caste (Women),INC,2,,3,30.61,81.672
Telangana,2020,0,Rajanna Sircilla,Vemulawada,2,Scheduled Caste (Women),BJP,3,,3,4.724,81.672
Telangana,2020,0,Rajanna Sircilla,Vemulawada,2,Scheduled Caste (Women),,4,,3,0.098,81.672
Telangana,2020,0,Rajanna Sircilla,Vemulawada,3,Scheduled Tribe,TRS,1,,5,34.295,81.597
Telangana,2020,0,Rajanna Sircilla,Vemulawada,3,Scheduled Tribe,IND,2,,5,31.308,81.597
Telangana,2020,0,Rajanna Sircilla,Vemulawada,3,Scheduled Tribe,BJP,3,,5,28.527,81.597
Telangana,2020,0,Rajanna Sircilla,Vemulawada,3,Scheduled Tribe,INC,4,,5,4.222,81.597
Telangana,2020,0,Rajanna Sircilla,Vemulawada,3,Scheduled Tribe,AIFB,5,,5,0.206,81.597
Telangana,2020,0,Rajanna Sircilla,Vemulawada,3,Scheduled Tribe,,6,,5,0.309,81.597
Telangana,2020,0,Rajanna Sircilla,Vemulawada,4,Backward Class,TRS,1,,6,56.375,80.064
Telangana,2020,0,Rajanna Sircilla,Vemulawada,4,Backward Class,BJP,2,,6,30.378,80.064
Telangana,2020,0,Rajanna Sircilla,Vemulawada,4,Backward Class,IND,3,,6,6.375,80.064
Telangana,2020,0,Rajanna Sircilla,Vemulawada,4,Backward Class,IND,4,,6,4.582,80.064
Telangana,2020,0,Rajanna Sircilla,Vemulawada,4,Backward Class,CPI,5,,6,0.398,80.064
Telangana,2020,0,Rajanna Sircilla,Vemulawada,4,Backward Class,INC,6,,6,0.199,80.064
Telangana,2020,0,Rajanna Sircilla,Vemulawada,4,Backward Class,,7,,6,0.299,80.064
Telangana,2020,0,Rajanna Sircilla,Vemulawada,5,Backward Classes (Women),TRS,1,,4,59.751,83.869
Telangana,2020,0,Rajanna Sircilla,Vemulawada,5,Backward Classes (Women),INC,2,,4,37.044,83.869
Telangana,2020,0,Rajanna Sircilla,Vemulawada,5,Backward Classes (Women),IND,3,,4,1.514,83.869
Telangana,2020,0,Rajanna Sircilla,Vemulawada,5,Backward Classes (Women),IND,4,,4,0.98,83.869
Telangana,2020,0,Rajanna Sircilla,Vemulawada,5,Backward Classes (Women),,5,,4,0.089,83.869
Telangana,2020,0,Rajanna Sircilla,Vemulawada,6,Backward Classes (Women),TRS,1,Uncontested,1,,
Telangana,2020,0,Rajanna Sircilla,Vemulawada,6,Backward Classes (Women),,2,,1,,
Telangana,2020,0,Rajanna Sircilla,Vemulawada,7,Scheduled Caste,IND,1,,5,41.747,85.832
Telangana,2020,0,Rajanna Sircilla,Vemulawada,7,Scheduled Caste,TRS,2,,5,40.595,85.832
Telangana,2020,0,Rajanna Sircilla,Vemulawada,7,Scheduled Caste,IND,3,,5,14.299,85.832
Telangana,2020,0,Rajanna Sircilla,Vemulawada,7,Scheduled Caste,IND,4,,5,1.536,85.832
Telangana,2020,0,Rajanna Sircilla,Vemulawada,7,Scheduled Caste,INC,5,,5,0.96,85.832
Telangana,2020,0,Rajanna Sircilla,Vemulawada,7,Scheduled Caste,,6,,5,0.096,85.832
Telangana,2020,0,Rajanna Sircilla,Vemulawada,8,Unreserved (Women),IND,1,,6,28.106,80.725
Telangana,2020,0,Rajanna Sircilla,Vemulawada,8,Unreserved (Women),BJP,2,,6,21.586,80.725
Telangana,2020,0,Rajanna Sircilla,Vemulawada,8,Unreserved (Women),TRS,3,,6,19.824,80.725
Telangana,2020,0,Rajanna Sircilla,Vemulawada,8,Unreserved (Women),INC,4,,6,17.709,80.725
Telangana,2020,0,Rajanna Sircilla,Vemulawada,8,Unreserved (Women),IND,5,,6,11.013,80.725
Telangana,2020,0,Rajanna Sircilla,Vemulawada,8,Unreserved (Women),IND,6,,6,0.617,80.725
Telangana,2020,0,Rajanna Sircilla,Vemulawada,8,Unreserved (Women),,7,,6,0.088,80.725
Telangana,2020,0,Rajanna Sircilla,Vemulawada,9,Backward Class,TRS,1,,3,58.875,86.017
Telangana,2020,0,Rajanna Sircilla,Vemulawada,9,Backward Class,INC,2,,3,31.898,86.017
Telangana,2020,0,Rajanna Sircilla,Vemulawada,9,Backward Class,BJP,3,,3,7.996,86.017
Telangana,2020,0,Rajanna Sircilla,Vemulawada,9,Backward Class,,4,,3,0.264,86.017
Telangana,2020,0,Rajanna Sircilla,Vemulawada,10,Scheduled Caste,IND,1,,5,44.205,79.186
Telangana,2020,0,Rajanna Sircilla,Vemulawada,10,Scheduled Caste,TRS,2,,5,37.754,79.186
Telangana,2020,0,Rajanna Sircilla,Vemulawada,10,Scheduled Caste,IND,3,,5,9.558,79.186
Telangana,2020,0,Rajanna Sircilla,Vemulawada,10,Scheduled Caste,IND,4,,5,7.766,79.186
Telangana,2020,0,Rajanna Sircilla,Vemulawada,10,Scheduled Caste,INC,5,,5,0.239,79.186
Telangana,2020,0,Rajanna Sircilla,Vemulawada,10,Scheduled Caste,,6,,5,0.119,79.186
Telangana,2020,0,Rajanna Sircilla,Vemulawada,11,Unreserved,TRS,1,,3,93.307,70.703
Telangana,2020,0,Rajanna Sircilla,Vemulawada,11,Unreserved,INC,2,,3,2.461,70.703
Telangana,2020,0,Rajanna Sircilla,Vemulawada,11,Unreserved,IND,3,,3,1.575,70.703
Telangana,2020,0,Rajanna Sircilla,Vemulawada,11,Unreserved,,4,,3,1.969,70.703
Telangana,2020,0,Rajanna Sircilla,Vemulawada,12,Unreserved (Women),BJP,1,,4,58.972,76.826
Telangana,2020,0,Rajanna Sircilla,Vemulawada,12,Unreserved (Women),TRS,2,,4,37.924,76.826
Telangana,2020,0,Rajanna Sircilla,Vemulawada,12,Unreserved (Women),IND,3,,4,1.552,76.826
Telangana,2020,0,Rajanna Sircilla,Vemulawada,12,Unreserved (Women),IND,4,,4,0.679,76.826
Telangana,2020,0,Rajanna Sircilla,Vemulawada,12,Unreserved (Women),,5,,4,0.194,76.826
Telangana,2020,0,Rajanna Sircilla,Vemulawada,13,Unreserved (Women),BJP,1,,8,36.324,85.915
Telangana,2020,0,Rajanna Sircilla,Vemulawada,13,Unreserved (Women),TRS,2,,8,30.544,85.915
Telangana,2020,0,Rajanna Sircilla,Vemulawada,13,Unreserved (Women),IND,3,,8,25.884,85.915
Telangana,2020,0,Rajanna Sircilla,Vemulawada,13,Unreserved (Women),IND,4,,8,4.314,85.915
Telangana,2020,0,Rajanna Sircilla,Vemulawada,13,Unreserved (Women),TDP,5,,8,1.294,85.915
Telangana,2020,0,Rajanna Sircilla,Vemulawada,13,Unreserved (Women),IND,6,,8,0.345,85.915
Telangana,2020,0,Rajanna Sircilla,Vemulawada,13,Unreserved (Women),IND,7,,8,0.259,85.915
Telangana,2020,0,Rajanna Sircilla,Vemulawada,13,Unreserved (Women),INC,8,,8,0.086,85.915
Telangana,2020,0,Rajanna Sircilla,Vemulawada,13,Unreserved (Women),,9,,8,0,85.915
Telangana,2020,0,Rajanna Sircilla,Vemulawada,14,Backward Class,TRS,1,,6,39.963,85.377
Telangana,2020,0,Rajanna Sircilla,Vemulawada,14,Backward Class,IND,2,,6,22.099,85.377
Telangana,2020,0,Rajanna Sircilla,Vemulawada,14,Backward Class,IND,3,,6,20.442,85.377
Telangana,2020,0,Rajanna Sircilla,Vemulawada,14,Backward Class,BJP,4,,6,12.063,85.377
Telangana,2020,0,Rajanna Sircilla,Vemulawada,14,Backward Class,IND,5,,6,3.315,85.377
Telangana,2020,0,Rajanna Sircilla,Vemulawada,14,Backward Class,INC,6,,6,0.737,85.377
Telangana,2020,0,Rajanna Sircilla,Vemulawada,14,Backward Class,,7,,6,0.46,85.377
Telangana,2020,0,Rajanna Sircilla,Vemulawada,15,Unreserved (Women),BJP,1,,4,52.119,83.635
Telangana,2020,0,Rajanna Sircilla,Vemulawada,15,Unreserved (Women),TRS,2,,4,46.348,83.635
Telangana,2020,0,Rajanna Sircilla,Vemulawada,15,Unreserved (Women),IND,3,,4,0.631,83.635
Telangana,2020,0,Rajanna Sircilla,Vemulawada,15,Unreserved (Women),INC,4,,4,0.271,83.635
Telangana,2020,0,Rajanna Sircilla,Vemulawada,15,Unreserved (Women),,5,,4,0.09,83.635
Telangana,2020,0,Rajanna Sircilla,Vemulawada,16,Unreserved,TRS,1,,6,54.697,77.697
Telangana,2020,0,Rajanna Sircilla,Vemulawada,16,Unreserved,BJP,2,,6,29.436,77.697
Telangana,2020,0,Rajanna Sircilla,Vemulawada,16,Unreserved,IND,3,,6,7.516,77.697
Telangana,2020,0,Rajanna Sircilla,Vemulawada,16,Unreserved,IND,4,,6,4.175,77.697
Telangana,2020,0,Rajanna Sircilla,Vemulawada,16,Unreserved,IND,5,,6,2.61,77.697
Telangana,2020,0,Rajanna Sircilla,Vemulawada,16,Unreserved,INC,6,,6,0.731,77.697
Telangana,2020,0,Rajanna Sircilla,Vemulawada,16,Unreserved,,7,,6,0.209,77.697
Telangana,2020,0,Rajanna Sircilla,Vemulawada,17,Unreserved (Women),IND,1,,5,58.5,85.406
Telangana,2020,0,Rajanna Sircilla,Vemulawada,17,Unreserved (Women),TRS,2,,5,38.622,85.406
Telangana,2020,0,Rajanna Sircilla,Vemulawada,17,Unreserved (Women),CPM,3,,5,1.133,85.406
Telangana,2020,0,Rajanna Sircilla,Vemulawada,17,Unreserved (Women),IND,4,,5,0.087,85.406
Telangana,2020,0,Rajanna Sircilla,Vemulawada,17,Unreserved (Women),INC,5,,5,0,85.406
Telangana,2020,0,Rajanna Sircilla,Vemulawada,17,Unreserved (Women),,6,,5,0.436,85.406
Telangana,2020,0,Rajanna Sircilla,Vemulawada,18,Backward Classes (Women),TRS,1,,4,54.35,82.101
Telangana,2020,0,Rajanna Sircilla,Vemulawada,18,Backward Classes (Women),BJP,2,,4,40.532,82.101
Telangana,2020,0,Rajanna Sircilla,Vemulawada,18,Backward Classes (Women),IND,3,,4,3.992,82.101
Telangana,2020,0,Rajanna Sircilla,Vemulawada,18,Backward Classes (Women),INC,4,,4,0.614,82.101
Telangana,2020,0,Rajanna Sircilla,Vemulawada,18,Backward Classes (Women),,5,,4,0,82.101
Telangana,2020,0,Rajanna Sircilla,Vemulawada,19,Scheduled Caste (Women),TRS,1,,6,48.531,81.235
Telangana,2020,0,Rajanna Sircilla,Vemulawada,19,Scheduled Caste (Women),BJP,2,,6,32.016,81.235
Telangana,2020,0,Rajanna Sircilla,Vemulawada,19,Scheduled Caste (Women),IND,3,,6,9.625,81.235
Telangana,2020,0,Rajanna Sircilla,Vemulawada,19,Scheduled Caste (Women),INC,4,,6,3.546,81.235
Telangana,2020,0,Rajanna Sircilla,Vemulawada,19,Scheduled Caste (Women),IND,5,,6,2.837,81.235
Telangana,2020,0,Rajanna Sircilla,Vemulawada,19,Scheduled Caste (Women),IND,6,,6,2.026,81.235
Telangana,2020,0,Rajanna Sircilla,Vemulawada,19,Scheduled Caste (Women),,7,,6,0.709,81.235
Telangana,2020,0,Rajanna Sircilla,Vemulawada,20,Unreserved,BJP,1,,10,40.219,82.19
Telangana,2020,0,Rajanna Sircilla,Vemulawada,20,Unreserved,TRS,2,,10,25.548,82.19
Telangana,2020,0,Rajanna Sircilla,Vemulawada,20,Unreserved,IND,3,,10,21.248,82.19
Telangana,2020,0,Rajanna Sircilla,Vemulawada,20,Unreserved,AIFB,4,,10,5.987,82.19
Telangana,2020,0,Rajanna Sircilla,Vemulawada,20,Unreserved,INC,5,,10,1.939,82.19
Telangana,2020,0,Rajanna Sircilla,Vemulawada,20,Unreserved,IND,6,,10,1.602,82.19
Telangana,2020,0,Rajanna Sircilla,Vemulawada,20,Unreserved,IND,7,,10,1.349,82.19
Telangana,2020,0,Rajanna Sircilla,Vemulawada,20,Unreserved,IND,8,,10,0.59,82.19
Telangana,2020,0,Rajanna Sircilla,Vemulawada,20,Unreserved,IND,9,,10,0.169,82.19
Telangana,2020,0,Rajanna Sircilla,Vemulawada,20,Unreserved,IND,10,,10,0.084,82.19
Telangana,2020,0,Rajanna Sircilla,Vemulawada,20,Unreserved,,11,,10,0.337,82.19
Telangana,2020,0,Rajanna Sircilla,Vemulawada,21,Unreserved,TRS,1,,3,60.269,82.83
Telangana,2020,0,Rajanna Sircilla,Vemulawada,21,Unreserved,BJP,2,,3,36.084,82.83
Telangana,2020,0,Rajanna Sircilla,Vemulawada,21,Unreserved,INC,3,,3,2.975,82.83
Telangana,2020,0,Rajanna Sircilla,Vemulawada,21,Unreserved,,4,,3,0,82.83
Telangana,2020,0,Rajanna Sircilla,Vemulawada,22,Backward Class,TRS,1,,3,57.514,77.463
Telangana,2020,0,Rajanna Sircilla,Vemulawada,22,Backward Class,BJP,2,,3,38.921,77.463
Telangana,2020,0,Rajanna Sircilla,Vemulawada,22,Backward Class,INC,3,,3,2.794,77.463
Telangana,2020,0,Rajanna Sircilla,Vemulawada,22,Backward Class,,4,,3,0.193,77.463
Telangana,2020,0,Rajanna Sircilla,Vemulawada,23,Unreserved,TRS,1,,4,68.177,83.096
Telangana,2020,0,Rajanna Sircilla,Vemulawada,23,Unreserved,BJP,2,,4,30.211,83.096
Telangana,2020,0,Rajanna Sircilla,Vemulawada,23,Unreserved,INC,3,,4,0.403,83.096
Telangana,2020,0,Rajanna Sircilla,Vemulawada,23,Unreserved,IND,4,,4,0.403,83.096
Telangana,2020,0,Rajanna Sircilla,Vemulawada,23,Unreserved,,5,,4,0.101,83.096
Telangana,2020,0,Rajanna Sircilla,Vemulawada,24,Unreserved (Women),IND,1,,4,47.962,80.35
Telangana,2020,0,Rajanna Sircilla,Vemulawada,24,Unreserved (Women),TRS,2,,4,18.768,80.35
Telangana,2020,0,Rajanna Sircilla,Vemulawada,24,Unreserved (Women),IND,3,,4,17.156,80.35
Telangana,2020,0,Rajanna Sircilla,Vemulawada,24,Unreserved (Women),INC,4,,4,14.976,80.35
Telangana,2020,0,Rajanna Sircilla,Vemulawada,24,Unreserved (Women),,5,,4,0.095,80.35
Telangana,2020,0,Rajanna Sircilla,Vemulawada,25,Backward Classes (Women),TRS,1,,3,71.267,74.235
Telangana,2020,0,Rajanna Sircilla,Vemulawada,25,Backward Classes (Women),BJP,2,,3,27.085,74.235
Telangana,2020,0,Rajanna Sircilla,Vemulawada,25,Backward Classes (Women),INC,3,,3,0.309,74.235
Telangana,2020,0,Rajanna Sircilla,Vemulawada,25,Backward Classes (Women),,4,,3,0.515,74.235
Telangana,2020,0,Rajanna Sircilla,Vemulawada,26,Backward Class,BJP,1,,5,43.478,78.684
Telangana,2020,0,Rajanna Sircilla,Vemulawada,26,Backward Class,TRS,2,,5,27.202,78.684
Telangana,2020,0,Rajanna Sircilla,Vemulawada,26,Backward Class,IND,3,,5,26.533,78.684
Telangana,2020,0,Rajanna Sircilla,Vemulawada,26,Backward Class,IND,4,,5,1.784,78.684
Telangana,2020,0,Rajanna Sircilla,Vemulawada,26,Backward Class,INC,5,,5,0.334,78.684
Telangana,2020,0,Rajanna Sircilla,Vemulawada,26,Backward Class,,6,,5,0,78.684
Telangana,2020,0,Rajanna Sircilla,Vemulawada,27,Unreserved,TRS,1,,5,54.433,77.531
Telangana,2020,0,Rajanna Sircilla,Vemulawada,27,Unreserved,BJP,2,,5,32.984,77.531
Telangana,2020,0,Rajanna Sircilla,Vemulawada,27,Unreserved,INC,3,,5,10.2,77.531
Telangana,2020,0,Rajanna Sircilla,Vemulawada,27,Unreserved,IND,4,,5,0.572,77.531
Telangana,2020,0,Rajanna Sircilla,Vemulawada,27,Unreserved,TDP,5,,5,0.477,77.531
Telangana,2020,0,Rajanna Sircilla,Vemulawada,27,Unreserved,,6,,5,0.572,77.531
Telangana,2020,0,Rajanna Sircilla,Vemulawada,28,Unreserved (Women),BJP,1,,2,50.103,76.572
Telangana,2020,0,Rajanna Sircilla,Vemulawada,28,Unreserved (Women),TRS,2,,2,47.947,76.572
Telangana,2020,0,Rajanna Sircilla,Vemulawada,28,Unreserved (Women),,3,,2,0.924,76.572
Telangana,2020,0,Kamareddy,Banswada,1,Unreserved (Women),TRS,1,,3,51.556,65.854
Telangana,2020,0,Kamareddy,Banswada,1,Unreserved (Women),INC,2,,3,32,65.854
Telangana,2020,0,Kamareddy,Banswada,1,Unreserved (Women),IND,3,,3,15.556,65.854
Telangana,2020,0,Kamareddy,Banswada,1,Unreserved (Women),,4,,3,0.148,65.854
Telangana,2020,0,Kamareddy,Banswada,2,Scheduled Tribe,TRS,1,,2,65.557,79.543
Telangana,2020,0,Kamareddy,Banswada,2,Scheduled Tribe,INC,2,,2,32.491,79.543
Telangana,2020,0,Kamareddy,Banswada,2,Scheduled Tribe,,3,,2,0.918,79.543
Telangana,2020,0,Kamareddy,Banswada,3,Unreserved (Women),TRS,1,,3,69.672,74.65
Telangana,2020,0,Kamareddy,Banswada,3,Unreserved (Women),INC,2,,3,28.689,74.65
Telangana,2020,0,Kamareddy,Banswada,3,Unreserved (Women),IND,3,,3,0.117,74.65
Telangana,2020,0,Kamareddy,Banswada,3,Unreserved (Women),,4,,3,0.234,74.65
Telangana,2020,0,Kamareddy,Banswada,4,Scheduled Caste (Women),TRS,1,Uncontested,1,,
Telangana,2020,0,Kamareddy,Banswada,4,Scheduled Caste (Women),,2,,1,,
Telangana,2020,0,Kamareddy,Banswada,5,Unreserved,INC,1,,4,57.103,74.372
Telangana,2020,0,Kamareddy,Banswada,5,Unreserved,TRS,2,,4,36.146,74.372
Telangana,2020,0,Kamareddy,Banswada,5,Unreserved,BJP,3,,4,2.813,74.372
Telangana,2020,0,Kamareddy,Banswada,5,Unreserved,IND,4,,4,2.532,74.372
Telangana,2020,0,Kamareddy,Banswada,5,Unreserved,,5,,4,0,74.372
Telangana,2020,0,Kamareddy,Banswada,6,Unreserved,TRS,1,,8,52.7,78.078
Telangana,2020,0,Kamareddy,Banswada,6,Unreserved,CPM,2,,8,16.955,78.078
Telangana,2020,0,Kamareddy,Banswada,6,Unreserved,IND,3,,8,10.799,78.078
Telangana,2020,0,Kamareddy,Banswada,6,Unreserved,BJP,4,,8,7.559,78.078
Telangana,2020,0,Kamareddy,Banswada,6,Unreserved,INC,5,,8,5.076,78.078
Telangana,2020,0,Kamareddy,Banswada,6,Unreserved,IND,6,,8,2.052,78.078
Telangana,2020,0,Kamareddy,Banswada,6,Unreserved,AIMIM,7,,8,1.944,78.078
Telangana,2020,0,Kamareddy,Banswada,6,Unreserved,IND,8,,8,0.216,78.078
Telangana,2020,0,Kamareddy,Banswada,6,Unreserved,,9,,8,0.54,78.078
Telangana,2020,0,Kamareddy,Banswada,7,Unreserved (Women),TRS,1,,5,61.17,76.135
Telangana,2020,0,Kamareddy,Banswada,7,Unreserved (Women),INC,2,,5,18.48,76.135
Telangana,2020,0,Kamareddy,Banswada,7,Unreserved (Women),BJP,3,,5,14.62,76.135
Telangana,2020,0,Kamareddy,Banswada,7,Unreserved (Women),IND,4,,5,2.339,76.135
Telangana,2020,0,Kamareddy,Banswada,7,Unreserved (Women),CPI,5,,5,1.754,76.135
Telangana,2020,0,Kamareddy,Banswada,7,Unreserved (Women),,6,,5,0,76.135
Telangana,2020,0,Kamareddy,Banswada,8,Scheduled Caste,TRS,1,,3,76.307,87.537
Telangana,2020,0,Kamareddy,Banswada,8,Scheduled Caste,CPM,2,,3,11.012,87.537
Telangana,2020,0,Kamareddy,Banswada,8,Scheduled Caste,INC,3,,3,10.567,87.537
Telangana,2020,0,Kamareddy,Banswada,8,Scheduled Caste,,4,,3,0.222,87.537
Telangana,2020,0,Kamareddy,Banswada,9,Unreserved,TRS,1,,4,56.364,84.274
Telangana,2020,0,Kamareddy,Banswada,9,Unreserved,INC,2,,4,25.646,84.274
Telangana,2020,0,Kamareddy,Banswada,9,Unreserved,BJP,3,,4,15.215,84.274
Telangana,2020,0,Kamareddy,Banswada,9,Unreserved,IND,4,,4,1.914,84.274
Telangana,2020,0,Kamareddy,Banswada,9,Unreserved,,5,,4,0.191,84.274
Telangana,2020,0,Kamareddy,Banswada,10,Unreserved (Women),TRS,1,,4,44.659,75.407
Telangana,2020,0,Kamareddy,Banswada,10,Unreserved (Women),INC,2,,4,21.591,75.407
Telangana,2020,0,Kamareddy,Banswada,10,Unreserved (Women),IND,3,,4,17.5,75.407
Telangana,2020,0,Kamareddy,Banswada,10,Unreserved (Women),BJP,4,,4,13.864,75.407
Telangana,2020,0,Kamareddy,Banswada,10,Unreserved (Women),,5,,4,1.023,75.407
Telangana,2020,0,Kamareddy,Banswada,11,Backward Class,TRS,1,,3,73.188,84
Telangana,2020,0,Kamareddy,Banswada,11,Backward Class,BJP,2,,3,21.429,84
Telangana,2020,0,Kamareddy,Banswada,11,Backward Class,INC,3,,3,3.623,84
Telangana,2020,0,Kamareddy,Banswada,11,Backward Class,,4,,3,0.104,84
Telangana,2020,0,Kamareddy,Banswada,12,Unreserved (Women),TRS,1,,3,54.087,74.518
Telangana,2020,0,Kamareddy,Banswada,12,Unreserved (Women),INC,2,,3,32.289,74.518
